disc_year,hostname,pl_dens,pl_letter,pl_massj,pl_orbper,pl_orbsmax,pl_radj,st_lum,st_rad,st_spectype,sy_bmag,sy_dist,sy_vmag
2022,"HD 142",,"d",,108.45299000,0.474000,,,,,6.2010000,26.1853000,5.7000000
2001,"HD 142",,"b",,351.43394000,1.039000,,,,,6.2010000,26.1853000,5.7000000
2012,"HD 142",,"c",10.90100,10159.64279000,9.811000,,,,,6.2010000,26.1853000,5.7000000
2024,"TOI-2379",6.21000,"b",5.76000,5.46938270,0.052630,1.046,,0.62,,17.0000000,211.2470000,15.5480000
2024,"TOI-2384",2.26000,"b",1.96600,2.13570304,0.027930,1.025,,0.61,,16.6310000,191.5100000,15.1030000
2008,"BD-17 63",,"b",5.16000,655.57000000,,,,,,10.6770000,34.4603000,9.6200000
2005,"HD 81040",,"b",7.53000,1004.70000000,,,,,,8.3790000,34.4341000,7.7200000
2007,"HD 132406",,"b",5.94000,908.00000000,,,,,,9.0980000,70.7832000,8.4500000
2009,"HD 175167",,"b",14.80000,1175.00000000,,,,,,8.7310000,71.0863000,8.0100000
2019,"WASP-183",0.21000,"b",0.50200,4.11177710,0.046320,1.470,,0.87,"G9",13.7210000,325.3770000,13.0810000
2009,"HD 40307",,"b",,4.31230000,0.046800,,-0.639,,"K2.5 V",8.1090000,12.9363000,7.1700000
2009,"HD 40307",,"d",,20.43200000,0.132100,,-0.639,,"K2.5 V",8.1090000,12.9363000,7.1700000
2013,"HD 40307",,"g",,197.80000000,0.600000,,-0.639,,"K2.5 V",8.1090000,12.9363000,7.1700000
2022,"OGLE-2019-BLG-1470L A",,"c",2.20000,,3.200000,,,,,,5900.0000000,
2019,"HR 5183",,"b",,27000.00000000,18.000000,,,1.53,,6.9580000,31.4607000,6.3343200
2012,"WASP-54",,"b",0.59000,3.69364000,,1.580,,1.76,,11.0110000,251.3030000,10.4130000
2020,"Kepler-305",,"e",,3.20538000,,0.160,-0.423,0.83,,17.5100000,868.4770000,15.8510000
2014,"Kepler-186",,"f",,129.94410000,0.432000,0.104,-1.260,0.52,,16.8670000,177.5940000,15.1380000
2017,"WASP-153",0.15000,"b",0.39000,3.33260900,0.048000,1.550,,1.73,"G0",13.4540000,610.1760000,12.5910000
2013,"Kepler-305",,"b",0.03300,5.48700000,,0.321,,0.80,,17.5100000,868.4770000,15.8510000
2013,"Kepler-305",,"c",0.01900,8.29100000,,0.294,,0.80,,17.5100000,868.4770000,15.8510000
2014,"Kepler-49",,"e",,18.59610800,0.116000,0.139,,0.56,,17.1100000,311.2220000,15.6550000
2014,"Kepler-85",,"d",,17.91323000,0.130000,0.107,,0.89,,15.7820000,765.0250000,14.8900000
2014,"Kepler-24",,"d",,4.24438400,0.051000,0.149,,1.29,,16.1630000,1156.8100000,15.0400000
2014,"Kepler-186",,"b",,3.88679070,0.034300,0.095,-1.385,0.47,"M1",16.8670000,177.5940000,15.1380000
2014,"Kepler-186",,"d",,13.34299600,0.078100,0.125,-1.385,0.47,"M1",16.8670000,177.5940000,15.1380000
2013,"Kepler-76",1.10000,"b",2.01000,1.54492980,0.027400,1.360,,1.32,,13.4780000,822.9600000,13.4740000
2020,"LTT 3780",5.80000,"b",0.00774,0.76837931,0.011950,0.118,-1.783,0.38,,14.6780000,21.9814000,13.1400000
2014,"Kepler-158",,"b",,16.70918400,0.111000,0.189,,0.62,,15.8490000,315.1770000,14.7430000
2014,"Kepler-158",,"c",,28.55138300,0.158000,0.170,,0.62,,15.8490000,315.1770000,14.7430000
2016,"Kepler-963",,"b",,9.97683705,,0.237,,0.87,,16.0620000,771.4940000,15.0910000
2016,"Kepler-879",,"b",,33.38559380,,0.229,,1.02,,15.0570000,802.6720000,14.4290000
2007,"WASP-2",0.91400,"b",0.93100,2.15217500,0.031440,1.081,-0.313,0.87,,12.6920000,153.2420000,11.7280000
2004,"GJ 436",1.80000,"b",0.07000,2.64388312,0.029100,0.372,,0.46,,12.0580000,9.7532100,10.6700000
2015,"Kepler-435",0.13100,"b",0.84000,8.60015360,0.094800,1.990,1.129,3.21,,14.2280000,1418.7700000,13.7040000
2012,"WASP-56",,"b",0.45000,4.61710000,,0.940,,0.96,,12.7230000,321.0840000,12.0910000
2020,"LTT 3780",3.24000,"c",0.02530,12.25228400,0.075700,0.213,-1.783,0.38,,14.6780000,21.9814000,13.1400000
2019,"HATS-57",2.65000,"b",3.14700,2.35062100,0.034930,1.139,-0.094,0.96,,12.9720000,279.4850000,12.3330000
2019,"HD 202772 A",0.34300,"b",1.01700,3.30895800,0.052080,1.545,0.971,2.59,,8.8470000,161.4980000,8.3240000
2017,"KELT-20",0.80600,"b",3.38200,3.47410850,0.054200,1.741,1.104,1.56,"A2 V",7.6690000,136.4260000,7.5900000
2017,"GJ 9827",7.85800,"b",0.01347,1.20897400,0.018900,0.128,,0.58,"K7 V",11.5880000,29.6610000,10.3700000
2017,"GJ 9827",7.14200,"c",0.00585,3.64810300,0.039500,0.101,,0.58,"K7 V",11.5880000,29.6610000,10.3700000
2007,"HD 75898",,"b",,422.82000000,1.202500,,,,"F8 V",8.6670000,78.0505000,8.0300000
2024,"HD 75898",,"c",8.49000,6717.00000000,7.390000,,,,"F8 V",8.6670000,78.0505000,8.0300000
2007,"HD 11506",,"b",,1617.70000000,2.885000,,,,"G0 V",8.1070000,51.2610000,7.5100000
2008,"HD 11506",,"c",,223.92000000,0.771000,,,,"G0 V",8.1070000,51.2610000,7.5100000
2022,"HD 11506",,"d",12.80000,26500.00000000,18.200000,,,,"G0 V",8.1070000,51.2610000,7.5100000
2024,"KOI-4978",,"b",,0.94196700,,0.062,,0.97,"G",16.2370000,936.3410000,15.6330000
2020,"HIP 67522",,"b",,6.95947310,0.074800,0.891,0.243,1.38,,10.5710000,127.2800000,9.7900000
2024,"HIP 67522",,"c",,14.33489200,0.122800,0.708,0.243,1.38,,10.5710000,127.2800000,9.7900000
2017,"GJ 9827",,"d",0.00950,6.20183000,0.053000,0.177,-1.004,0.58,"K7 V",11.5880000,29.6610000,10.3700000
2019,"TOI-172",7.53000,"b",5.42000,9.47725000,0.091400,0.965,0.461,1.78,,12.0380000,342.8310000,11.2990000
2018,"HATS-41",5.10000,"b",9.70000,4.19364900,0.058300,1.330,0.653,1.71,,13.1750000,737.6680000,12.6780000
2022,"TOI-2048",,"b",,13.79019000,,0.233,-0.387,0.79,"G V",12.3240000,116.5670000,11.4310000
2020,"HD 191939",0.57000,"d",0.00881,38.35303700,0.213200,0.267,-0.187,0.94,"G9 V",9.7200000,53.6089000,8.9700000
2023,"TOI-181",0.75620,"b",0.14520,4.53200000,0.053900,0.634,-0.526,0.74,"K",12.2350000,96.2338000,11.1910000
2020,"TOI-561",3.80000,"b",0.00629,0.44656880,0.010600,0.127,-0.273,0.84,"G9 V",10.9650000,85.7990000,10.2520000
2020,"TOI-561",1.20000,"c",0.01696,10.77883100,0.088400,0.260,-0.273,0.84,"G9 V",10.9650000,85.7990000,10.2520000
2020,"TOI-561",3.20000,"d",0.04153,25.71240000,0.158000,0.252,-0.273,0.84,"G9 V",10.9650000,85.7990000,10.2520000
2011,"Kepler-20",9.40000,"b",0.03052,3.69610490,0.045650,0.158,,0.92,,13.2780000,282.5630000,12.6100000
2011,"Kepler-20",7.50000,"e",0.00239,6.09848820,0.063700,0.073,,0.92,,13.2780000,282.5630000,12.6100000
2011,"Kepler-20",8.40000,"f",0.00440,19.57832800,0.138700,0.085,,0.92,,13.2780000,282.5630000,12.6100000
2013,"Kepler-37",140.00000,"b",0.00249,13.36702000,0.101900,0.028,,0.79,,10.4460000,63.9207000,9.7700010
2013,"Kepler-37",15.00000,"c",0.00409,21.30184800,0.139000,0.067,,0.79,,10.4460000,63.9207000,9.7700010
2013,"Kepler-78",5.33000,"b",0.00529,0.35500745,0.009010,0.107,,0.75,,12.8650000,124.3760000,11.7170000
2016,"Kepler-538",6.50000,"b",0.04059,81.73778000,0.355400,0.198,,0.87,,12.1610000,155.9560000,11.2700000
2023,"TOI-2443",,"b",,15.66949400,,0.247,,0.73,,10.6970000,23.9258000,9.5100000
2019,"LTT 1445 A",,"b",,5.35876000,0.022000,0.105,,0.27,"M3.0",12.3040000,6.8692900,10.5900000
2023,"TOI-4641",,"b",3.87000,22.09341000,0.173000,0.730,0.695,1.72,,7.8950000,86.3501000,7.5100000
2024,"TOI-1347",4.10000,"c",0.02014,4.84196200,,0.143,-0.260,0.83,,11.9540000,147.4760000,11.1680000
2014,"Kepler-23",2.26058,"d",0.01397,15.27000000,,0.197,,1.55,,14.1900000,835.7560000,13.5670000
2011,"Kepler-24",4.68657,"b",0.03505,8.14000000,,0.209,,1.10,,16.1630000,1156.8100000,15.0400000
2012,"Kepler-49",3.08211,"b",0.03074,7.20000000,,0.230,,0.62,,17.1100000,311.2220000,15.6550000
2012,"Kepler-49",3.10968,"c",0.02637,10.91000000,,0.218,,0.62,,17.1100000,311.2220000,15.6550000
2011,"Kepler-28",1.18543,"b",0.00513,5.91000000,,0.175,,0.66,,16.8530000,438.3590000,15.1300000
2014,"Kepler-58",,"d",,40.10137100,0.236000,0.262,,1.13,,15.3430000,969.2520000,15.0860000
2019,"L 98-59",3.60000,"b",0.00126,2.25311360,0.021910,0.076,-1.948,0.30,"M3 V",13.2180000,10.6194000,11.6850000
2019,"L 98-59",4.57000,"c",0.00698,3.69067770,0.030400,0.124,-1.948,0.30,"M3 V",13.2180000,10.6194000,11.6850000
2019,"L 98-59",2.95000,"d",0.00610,7.45072450,0.048600,0.136,-1.948,0.30,"M3 V",13.2180000,10.6194000,11.6850000
2021,"L 98-59",,"e",,12.79600000,0.071700,,-1.948,0.30,"M3 V",13.2180000,10.6194000,11.6850000
2020,"AU Mic",1.32000,"b",0.06330,8.46299910,0.064500,,,,,10.2090000,9.7221000,8.8100000
2021,"AU Mic",1.22000,"c",0.03020,18.85899100,0.110100,,,,,10.2090000,9.7221000,8.8100000
2023,"AU Mic",,"d",0.00331,12.73596000,,,-1.038,0.74,,10.2090000,9.7221000,8.8100000
2024,"TOI-4914",0.59000,"b",0.71422,10.60057000,0.098000,1.148,0.009,1.00,,12.8710000,299.8900000,12.2350000
2024,"TOI-2714",0.49000,"b",0.71737,2.49938700,0.036000,1.224,0.160,1.25,,14.1730000,597.8730000,13.4680000
2024,"TOI-2981",1.46000,"b",2.00737,3.60150100,0.048000,1.195,0.116,1.08,,13.9750000,527.7890000,13.3610000
2014,"HIP 116454",3.53000,"b",0.03052,9.10041570,0.079200,0.220,-0.473,0.76,,11.0830000,62.4491000,10.1900000
2023,"TOI-4562",,"b",,225.10640000,,,,1.15,"F7 V",12.6940000,339.6050000,12.1400000
2024,"TOI-4562",,"c",5.77000,3990.00000000,5.219000,,,1.15,"F7 V",12.6940000,339.6050000,12.1400000
2021,"GJ 486",6.66000,"b",0.00872,1.46712127,0.017140,0.115,-1.939,0.32,,2.6150000,8.0742600,11.3900000
2022,"HD 93963 A",3.31000,"c",0.05789,3.64513890,0.047260,0.278,0.068,1.03,,9.7710000,82.3432000,9.1820000
2021,"TOI-2076",6.00000,"c",0.17305,21.01532700,0.142000,0.330,-0.378,0.80,,10.0320000,41.9091000,9.1390000
2024,"TOI-1794",1.31000,"b",0.02737,8.76552800,0.082000,0.294,0.197,1.32,,10.9090000,155.7910000,10.3200000
2022,"TOI-1246",3.39000,"c",0.02863,5.90413700,0.061000,0.219,-0.301,0.86,,12.5750000,169.4220000,11.6320000
2024,"TOI-1723",1.60000,"b",0.03272,13.72641000,0.114000,0.294,0.064,1.09,,10.3720000,100.7270000,9.6640000
2024,"TOI-2088",2.00000,"b",0.11642,124.72997000,0.472000,0.329,-0.362,0.85,,12.6500000,126.4600000,11.6380000
2021,"TOI-1444",6.84000,"b",0.01126,0.47027430,0.011600,0.126,-0.176,0.91,,11.5390000,125.4630000,10.9360000
2024,"TOI-1467",11.00000,"b",0.02832,5.97199000,0.049500,0.150,-1.420,0.46,,13.7850000,37.4418000,12.2930000
2024,"TOI-1824",4.24000,"b",0.05034,22.80853300,0.151000,0.245,-0.373,0.81,,10.5520000,59.4314000,9.7210000
2021,"HD 63935",2.32000,"b",0.03304,9.05880700,0.083000,0.260,-0.115,0.96,,9.3060000,48.9739000,8.5800000
2024,"SPECULOOS-3",,"b",,0.71912603,0.007330,0.087,-3.078,0.12,"M6.5+/-0.5",,,17.8000000
2018,"HATS-45",0.41000,"b",0.70000,4.18762440,0.055110,1.286,0.425,1.31,,13.8450000,772.1100000,13.3250000
2019,"WASP-166",0.54000,"b",0.10100,5.44354000,0.064100,0.630,,1.22,"F9 V",9.9400000,114.1730000,9.3510000
2019,"TOI-163",0.49000,"b",1.22000,4.23130600,0.058000,1.489,0.636,1.65,"F",11.8520000,411.7190000,11.4670000
2020,"TOI-892",,"b",0.95000,10.62656000,0.092000,1.070,0.431,1.39,"F",11.9960000,340.5430000,11.4300000
2020,"TOI-837",0.89000,"b",0.37900,8.32491130,0.088800,0.818,0.127,1.05,"F9/G0",11.1190000,142.4880000,10.6350000
2016,"Kepler-1489",,"b",,82.29475100,,0.158,,0.90,,15.7700000,1283.0500000,14.9830000
2012,"HATS-1",1.03000,"b",1.85500,3.44645900,0.044400,1.302,0.041,1.04,,12.7120000,283.9710000,12.1550000
2022,"TOI-1670",8.60000,"b",0.13000,10.98462000,0.103000,0.184,,1.32,"F7 V",10.4260000,168.0670000,9.8890000
2022,"TOI-1670",0.81000,"c",0.63000,40.74976000,0.249000,0.987,,1.32,"F7 V",10.4260000,168.0670000,9.8890000
2024,"TOI-1248",0.47000,"b",0.08621,4.36015610,0.051000,0.607,-0.300,0.87,,12.6650000,168.7350000,11.8060000
2024,"TOI-1244",2.66000,"b",0.02077,6.40030000,0.061000,0.212,-0.629,0.72,,13.0160000,102.5510000,11.9290000
2024,"TOI-1775",1.01000,"b",0.30205,10.24055490,0.080000,0.718,-0.316,0.83,,12.2640000,149.2340000,11.6480000
2024,"TOI-1776",4.13000,"b",0.00440,2.79986800,0.037800,0.108,-0.053,0.94,,8.8390000,44.6470000,8.2600000
2005,"HD 118203",2.10000,"b",2.18200,6.13498900,0.070100,1.120,0.700,2.03,"K0 IV",8.7460000,92.2589000,8.0500000
2024,"HD 118203",,"c",11.10000,5070.00000000,6.200000,,0.700,2.03,"K0 IV",8.7460000,92.2589000,8.0500000
2022,"TOI-1181",,"b",1.17900,2.10318900,,1.519,0.642,1.96,,11.1420000,302.8190000,10.5820000
2023,"HD 235088",2.58000,"b",0.01321,7.43415100,0.071000,0.185,-0.412,0.80,,10.1290000,41.1706000,9.1900000
2024,"TOI-1184",2.63000,"b",0.02140,5.74843200,0.056000,0.215,-0.701,0.70,,12.0270000,58.5946000,10.9880000
2021,"TOI-1807",3.98000,"b",0.00768,0.54937097,0.012200,0.134,-0.533,0.75,,11.0820000,42.5775000,10.0000000
2024,"TOI-762 A",0.76000,"b",0.25100,3.47168260,0.034180,0.744,-1.733,0.42,,17.8910000,98.4458000,16.0000000
2024,"TOI-3353",,"b",,4.66579650,0.060118,0.238,,1.02,,9.9530000,78.7577000,9.3270000
2024,"TOI-2374",0.98000,"b",0.17821,4.31361000,0.047100,0.608,,0.69,,11.6750000,134.6550000,12.0950000
2024,"TOI-1443",14.00000,"b",0.09439,23.54067800,0.147000,0.206,-0.420,0.75,,11.5300000,85.8034000,10.6750000
2023,"HD 135694",2.05000,"b",0.01919,15.92346000,0.120000,0.226,0.039,1.07,,9.7300000,73.8713000,9.0800000
2022,"TOI-3884",0.67000,"b",0.10254,4.54458280,0.036100,0.574,,0.30,,17.4620000,43.1448000,15.7440000
2024,"TOI-5634 A",,"b",1.85005,2.20353730,0.027200,0.923,-1.245,0.54,,17.8530000,306.1440000,16.8540000
2024,"TOI-260",4.66000,"b",0.01331,13.47585300,0.094300,0.153,0.087,0.61,"K8 V",11.2250000,20.1852000,9.9000000
2009,"Kepler-7",0.14000,"b",0.44100,4.88548920,0.060670,1.622,,1.97,,13.6200000,922.5620000,13.0080000
2013,"KOI-94",10.10000,"b",0.03300,3.74320800,0.051190,0.153,0.479,1.52,,13.0050000,477.0520000,12.3140000
2013,"KOI-94",0.36300,"d",0.33400,22.34298900,0.168400,1.005,0.479,1.52,,13.0050000,477.0520000,12.3140000
2021,"HAT-P-59",1.34700,"b",1.54000,4.14197710,0.050640,1.123,0.054,1.10,,12.8520000,265.4710000,11.6400000
2014,"Kepler-176",,"c",,12.75971200,0.102000,0.232,,0.89,,15.8180000,527.3210000,14.7670000
2012,"WASP-57",0.69300,"b",0.64400,2.83891856,0.037690,1.050,,0.93,,13.5760000,398.2760000,12.9130000
2015,"WASP-83",0.35000,"b",0.30000,4.97125200,0.059000,1.040,,1.05,"G8",12.7700000,271.1030000,12.3120000
2015,"HAT-P-50",0.78000,"b",1.35000,3.12201090,0.045300,1.288,0.603,1.70,,12.2820000,515.4580000,11.7030000
2015,"WASP-135",1.16000,"b",1.90000,1.40137940,0.024300,1.300,,0.96,"G5 V",14.2040000,298.2140000,13.1810000
2016,"WASP-113",0.22800,"b",0.47500,4.54216875,0.058850,1.409,,1.61,"G1",12.4640000,435.1560000,11.7610000
2016,"WASP-142",0.31000,"b",0.84000,2.05286800,0.034700,1.530,,1.64,"F8",13.4020000,730.9330000,12.8710000
2016,"WASP-127",0.09700,"b",0.16470,4.17806203,0.048400,1.311,,1.33,,10.8180000,159.5070000,10.1480000
2024,"HIP 39017",,"b",23.60000,31000.00000000,22.100000,,,,"A9/F0",7.2550000,66.3217000,6.9607600
2024,"KMT-2023-BLG-0416L",,"b",0.04100,,2.960000,,,,,,5900.0000000,
2024,"KMT-2023-BLG-1454L",,"b",0.63000,,1.180000,,,,,,7220.0000000,
2024,"KMT-2023-BLG-1642L",,"b",1.08000,,1.410000,,,,,,6980.0000000,
2020,"HD 158259",,"d",,5.19808140,,,,1.21,"G0",7.0730000,27.0498000,6.4791500
2016,"Kepler-506",,"b",,6.88340550,,0.244,,1.19,,11.5650000,228.4390000,11.0940000
2012,"Kepler-58",,"b",0.11170,10.21849540,,0.248,,1.03,,15.3430000,969.2520000,15.0860000
2014,"Kepler-54",,"d",,20.99569400,0.126000,0.136,,0.55,,18.0010000,271.7010000,16.2820000
2012,"Kepler-54",,"b",,8.01094340,,0.187,,0.50,,18.0010000,271.7010000,16.2820000
2016,"HAT-P-65",0.16400,"b",0.55400,2.60544751,0.040420,1.611,0.473,1.67,,13.8180000,738.5190000,13.1210000
2023,"TOI-4010",0.50000,"c",0.06390,5.41465400,0.058000,0.529,,0.83,"K V",13.3810000,177.5040000,12.2910000
2011,"WASP-46",1.46700,"b",1.91000,1.43036763,0.023350,1.174,,0.86,"G6 V",13.6420000,375.3100000,13.0430000
2020,"HD 158259",6.12000,"b",,2.17800000,,,,1.21,"G0",7.0730000,27.0498000,6.4791500
2012,"WASP-63",,"b",0.37000,4.37808000,,1.410,,1.86,,11.7400000,290.6840000,11.1550000
2013,"HATS-3",0.51000,"b",1.07100,3.54785100,0.048500,1.381,0.456,1.40,"F",12.4500000,411.2110000,12.4330000
2024,"TOI-880",,"b",,2.57359430,0.034191,0.248,,0.82,,11.0840000,60.6679000,10.1040000
2012,"Kepler-52",,"c",0.14284,16.38500210,,0.164,,0.52,,17.1250000,321.5420000,15.5130000
2012,"Kepler-58",,"c",0.16676,15.57415680,,0.255,,1.03,,15.3430000,969.2520000,15.0860000
2014,"Kepler-176",,"d",,25.75197400,0.163000,0.224,,0.89,,15.8180000,527.3210000,14.7670000
2024,"TOI-406",,"b",,13.17572940,0.085518,0.175,,0.39,,15.2370000,31.0597000,13.7730000
2022,"GJ 3090",1.89000,"b",0.01051,2.85310540,0.031650,0.190,-1.342,0.52,"M2 V",12.8900000,22.4751000,11.4030000
2012,"Kepler-60",4.62000,"b",0.01318,7.13340000,,0.153,,1.26,,14.4770000,1025.1000000,13.9500000
2018,"WASP-164",1.96000,"b",2.13000,1.77712550,0.028180,1.128,,0.93,"G2 V",13.3180000,327.5060000,12.6030000
2019,"LHS 3844",,"b",,0.46292913,0.006220,0.116,-2.565,0.19,"M5",16.9420000,14.8846000,15.2400000
2018,"HATS-46",0.28000,"b",0.17300,4.74237290,0.053670,0.903,-0.230,0.85,,14.4310000,453.8080000,13.7830000
2019,"DS Tuc A",,"b",,8.13826800,,0.509,-0.140,0.96,"G6 V",8.8860000,44.0622000,8.1700000
2016,"HATS-25",0.38000,"b",0.61300,4.29864320,0.051630,1.260,0.068,1.11,"G",13.8120000,471.1580000,13.1720000
2020,"LP 714-47",1.70000,"b",0.09691,4.05203700,0.041700,0.419,-1.125,0.58,"M0.0 V",13.9330000,52.6160000,12.4920000
2024,"TOI-1269",2.53000,"b",0.02014,4.25299130,0.049600,0.214,-0.220,0.85,,12.3300000,172.1380000,11.6180000
2015,"KOI-12",,"b",1.10000,17.85518200,0.154000,1.230,,1.40,,11.7310000,399.3980000,11.5100000
2023,"TOI-778",1.30000,"b",2.80000,4.63361100,0.060000,1.370,0.760,1.71,"F3 V",9.5070000,161.7430000,9.1090000
2016,"HATS-33",0.79000,"b",1.19200,2.54955510,0.037270,1.230,-0.018,1.02,,12.5850000,248.4600000,11.9100000
2017,"KOI-12",,"c",22.00000,2500.00000000,4.200000,,,1.40,,11.7310000,399.3980000,11.5100000
2024,"Kepler-158",,"d",,0.64508800,,0.038,,0.67,"K",15.8490000,315.1770000,14.7430000
2024,"Kepler-963",,"c",,0.91978300,,0.054,,0.93,"G",16.0620000,771.4940000,15.0910000
2024,"Kepler-879",,"c",,0.64671600,,0.036,,1.02,"G",15.0570000,802.6720000,14.4290000
2024,"Kepler-1489",,"c",,0.68074100,,0.045,,0.96,"G",15.7700000,1283.0500000,14.9830000
2024,"TOI-2420",0.47700,"b",0.92700,5.84264100,0.068400,1.340,0.687,2.37,,12.1360000,435.1740000,11.5740000
2024,"TOI-2485",2.36000,"b",2.41200,11.23479000,0.109300,1.083,0.520,1.72,,12.0920000,397.9530000,11.9350000
2020,"GJ 1252",4.20000,"b",0.00415,0.51823310,,0.106,-1.708,0.39,"M3",,20.3730000,12.6800000
2023,"TOI-2525",0.22500,"b",0.08400,23.28560000,0.151100,0.774,-0.440,0.79,"K8 V",15.2620000,395.3980000,14.2160000
2023,"TOI-2525",1.11000,"c",0.65700,49.25190000,0.249000,0.904,-0.440,0.79,"K8 V",15.2620000,395.3980000,14.2160000
2023,"TOI-5678",,"b",0.06293,47.73022000,0.249000,0.438,,0.94,"G7 V",12.0310000,165.3930000,11.4380000
2023,"TOI-2018",,"b",0.02895,7.43558300,,0.202,-1.000,0.62,"K V",11.4260000,27.9956000,10.2500000
2023,"TOI-4600",,"b",3.02000,82.68690000,0.349000,0.607,-0.377,0.81,"K V",13.4870000,216.0560000,12.5770000
2023,"TOI-4600",,"c",9.27000,482.81910000,1.152000,0.841,-0.377,0.81,"K V",13.4870000,216.0560000,12.5770000
2022,"TOI-5398",0.29000,"b",0.18469,10.59054700,0.098000,0.919,,1.05,"G V",10.6940000,130.8550000,10.0590000
2023,"TOI-5398",1.50000,"c",0.03713,4.77271000,0.057000,0.314,,1.05,"G V",10.6940000,130.8550000,10.0590000
2009,"HD 180902",,"b",,510.90000000,1.400000,,,4.16,,8.6770000,104.5770000,7.7800000
2012,"HAT-P-43",,"b",,3.33264140,0.044400,1.216,,1.08,,14.0980000,528.8250000,13.2790000
2017,"Qatar-4",5.10000,"b",6.10000,1.80535640,0.028030,1.135,-0.318,0.85,"K1 V",14.5590000,329.0360000,13.5740000
2024,"TOI-329",1.84000,"b",0.12711,5.70439000,0.063800,0.441,0.325,1.53,,12.0770000,284.3880000,11.2620000
2017,"WASP-53",2.28000,"b",2.13200,3.30984430,0.041010,1.074,-0.463,0.80,,13.5330000,201.3380000,12.5910000
2024,"TOI-1751",4.13000,"b",0.06135,37.46852000,0.215000,0.263,0.297,1.31,,9.8570000,113.3350000,9.3270000
2020,"TOI-776",4.80000,"b",0.01573,8.24662000,0.065300,0.160,,0.55,,13.0410000,27.1701000,11.5360000
2020,"TOI-776",4.40000,"c",0.02171,15.66532300,0.100100,0.183,,0.55,,13.0410000,27.1701000,11.5360000
2024,"TOI-663",2.07000,"b",0.01400,2.59890200,0.029500,0.203,,0.51,"M1 V",15.2360000,64.2308000,13.6670000
2024,"TOI-663",1.73000,"c",0.01148,4.69555070,0.043700,0.202,,0.51,"M1 V",15.2360000,64.2308000,13.6670000
2024,"TOI-663",4.00000,"d",0.01636,7.10272680,0.057600,0.171,,0.51,"M1 V",15.2360000,64.2308000,13.6670000
2024,"TOI-1180",1.93000,"b",0.03146,9.68675300,0.082000,0.271,-0.577,0.74,,12.1100000,72.0238000,11.0170000
2023,"TOI-1408",0.18000,"b",1.86579,4.42587000,0.057780,2.230,0.471,1.53,"F8 V",9.8430000,139.4840000,9.2700010
2024,"TOI-1408",3.80000,"c",0.02391,2.16640000,0.035870,0.198,0.471,1.53,"F8 V",9.8430000,139.4840000,9.2700010
2021,"HD 183579",2.65000,"b",0.06419,17.47129100,0.132200,0.311,-0.034,0.96,,9.3340000,57.2651000,8.6700000
2020,"L 168-9",5.18000,"b",0.01281,1.40152604,0.020800,0.145,0.072,0.60,"M0.5 V",12.4600000,25.1496000,11.0050000
2021,"TOI-1298",0.60000,"b",0.31149,4.53714300,0.057000,0.862,0.321,1.45,,12.1450000,319.0360000,11.8890000
2023,"TOI-4010",0.90000,"d",0.12003,14.70886000,0.113000,0.551,,0.83,"K V",13.3810000,177.5040000,12.2910000
2019,"HD 125390",,"b",27.20400,1757.39151000,3.496000,,,,,9.1780010,153.6470000,8.2100000
2021,"TOI-1842",0.26000,"b",0.28128,9.57391810,0.100000,1.102,0.695,2.03,,10.3810000,223.4650000,9.8150000
2024,"OGLE-2017-BLG-0448L",,"b",0.04908,,5.750000,,,,,,7530.0000000,
2024,"TOI-2529",,"b",2.34000,64.59490000,0.327000,1.030,0.464,1.70,,12.1160000,296.2710000,11.5290000
2024,"TIC 4672985",,"b",12.74000,69.04800000,0.330000,1.026,0.114,1.15,,12.6680000,253.3850000,11.5010000
2017,"WASP-53",,"c",,2840.00000000,3.730000,,-0.463,0.80,,13.5330000,201.3380000,12.5910000
2024,"TOI-1437",,"b",0.03020,18.84094200,0.140000,0.200,0.285,1.17,,9.7490000,103.2970000,9.1730000
2019,"KELT-24",3.90000,"b",4.59000,5.55149296,0.066500,1.134,0.439,1.34,,8.8160000,96.5173000,8.3400000
2024,"TOI-286",8.63000,"b",0.01425,4.51172440,0.050300,0.127,0.386,0.78,"K3 V",10.7970000,59.2293000,9.8660000
2024,"TOI-286",3.09000,"c",0.01170,39.36182600,0.213000,0.168,0.386,0.78,"K3 V",10.7970000,59.2293000,9.8660000
2020,"TOI-1130",2.23000,"b",0.06230,4.07455400,0.045300,0.327,,0.70,,12.4220000,58.2609000,11.5950000
2021,"HIP 97166",6.86000,"b",0.06010,10.28891400,0.091000,0.221,-0.325,0.84,,10.7010000,65.9501000,9.9200000
2021,"HIP 97166",,"c",,16.43200000,0.124000,,-0.325,0.84,,10.7010000,65.9501000,9.9200000
2022,"TOI-1272",2.09000,"b",0.08495,3.31599000,0.041700,0.369,-0.426,0.79,,12.8460000,137.5720000,11.7580000
2022,"TOI-1272",,"c",,8.68110000,0.079000,,-0.426,0.79,,12.8460000,137.5720000,11.7580000
2024,"TOI-1742",4.00000,"b",0.03052,21.26908400,0.154000,0.211,0.121,1.13,,9.5590000,72.8871000,8.8630000
2016,"WASP-139",0.31000,"b",0.11700,5.92426200,0.062000,0.800,,0.80,"K0",13.3300000,212.4720000,12.4560000
2021,"TOI-532",1.72000,"b",0.19350,2.32665080,0.029600,0.519,-1.095,0.61,,15.8560000,135.0470000,14.4130000
